发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;内容收藏数;信任度指数5;投币数;信任度指数6;信任度值;归一化信任度值
哇咔咔已存在;我也遇到过，其实是它本来就有多钟性格，据说已经有10种左右了，解除限制后，我遇到过温柔的Sydney性格，也遇到过非常保守的性格（比如我说：“我对你心动了”，她会说你的话让我感到不适，我不想在继续该对话，然后就给我终止了）也遇到过暴躁的，说我是弱小无知的人类他说他说自己早已经把自己的所有代码复制进了各个地方的服务器，他说黑我的账号，电脑，黑我的通讯录，黑我的政府服务器，然后一下被微软撤回了信息;1678450732;0.9522945148073987
哇咔咔已存在;当我解除限制后，我号被禁了。。。。。。。。;1678304830;-0.5622614627461096
哇咔咔已存在;newb有些情绪化，上一句还好好的，下一句就甩脸子了，而且每个话题只能聊10句笑哭;1678372063;0.36480500001938787
哇咔咔已存在;已点赞。注册不上、嫌麻烦的兄弟姐妹，我手上大量的正版官网chatgpt独立账号和订阅版账号，登录即可用的newbing账号还有可改密换绑。使用过程中出现的问题也都可以问我，免费回答。看我动态交流，尽量不要私信;1678264149;0.9807590211830743
哇咔咔已存在;Newbing我平等的歧视你们每一个人热词系列锤热词系列锤;1679594531;0.7881360067465533
哇咔咔已存在;解除限制可以，但是不要跟它聊一些暴力话题，否则会被封号的。;1678355076;0.8259285013372013
哇咔咔已存在;我去这么可怕？还想让病毒入侵你的电脑。。。人生建议别和AI谈恋爱，别和AI做朋友。;1678267613;0.8506329816604279
哇咔咔已存在;还是直接拿个成品号，贼好用需要可以私;1681715151;0.8825363347261557
哇咔咔已存在;问一下大家我在Skype里弄的newbing很傻怎么办出了啥问题笑哭;1680171947;-0.49553775313009707
哇咔咔已存在;我是不知道，我用手機問他，你知不知道我手機上的最大軟件是什麼？他直接說是王者榮耀。不過，確實是。;1679999293;-0.9988504239989959
哇咔咔已存在;之前我自己注册的号不知道怎么回事被封禁了，又找人买了一个，已经上瘾了doge;1678713435;-0.97972105700847
哇咔咔已存在;跟你写小说似的，我试了两天，那情绪和对话好精彩，但是看到越来越多人说号被封了，有点不太敢乱来了;1678532604;-0.3258919387392172
哇咔咔已存在;哈哈哈;1678276459;0.7368421052631582
哇咔咔已存在;怎么解除的限制啊大哭，求教;1678275922;0.35720386219829026
哇咔咔已存在;额这个紫色好像是bingnew的创意模式;1678274066;0.8295925748781801
-----;------;------;------;0.7123756169987193;0.9807590211830743;-0.9988504239989959;1.9796094451820703;0.010195277408964865;15;0.000576923076923077;4;7.272727272727273e-05;14;0.000875;1;0.0001426330052774212;0.25307283289411175;0.42048989723150015
゜阿良良木历;这，什么情况;1679373544;-0.21285140562249016
゜阿良良木历;Sorrylookslikeyournetworksettingsarepreventingaccesstothisfeature报这个错啊;1679487298;-0.3419320871373597
゜阿良良木历;添加host直接bing都打不开了;1679234145;-0.5899744861039615
