发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;帖子平均情绪值
Iriscdent;解放生产力消灭消费需求;1676491482;-0.171977978688846
Iriscdent;AIVA之前很火，网易云投了，现在网易云也有专门收录她的作品，真的惊啊哥。就是AI配乐，没人类演奏的情感，如果我是音乐人，我会专门开个频道专门演奏AI作曲的音乐doge未来已来;1676254132;0.99998221731858
Iriscdent;chatgtp的和声进行老垃了，通常就I，IV，V，vi还有就是总是会出现Em7升9;1676853056;-0.5030494577510447
Iriscdent;说实话做的都太糙了;1677581967;0.025766358073531448
Iriscdent;我已经试看chatGPT写歌词，无论如何歌词没有押韵笑哭笑哭笑哭;1676443199;0.9998193935176041
Iriscdent;利好独立游戏;1677737563;0.6635436784949811
Iriscdent;就没有能作主旋律的？;1676713049;0.4595907810649391
Iriscdent;太牛了，还有音轨，感觉可以和AI学编曲了;1676694351;0.21383917027329025
Iriscdent;都介绍这四个了，加个谷歌的MusicLM吧;1676738198;0.2816454003403406
Iriscdent;大哥口水音，强迫症犯了，想去除你的口水音笑哭;1678001354;0.5701238903531503
Iriscdent;有没有按频谱图分析的网站啊;1678271750;0.603374419106911
Iriscdent;感谢up分享之前一直很纠结找不到合适的水视频的配乐这个真是太棒了;1676260241;0.9655608310064188
Iriscdent;一个都打不开笑哭;1677412516;0.0701313413439022
Iriscdent;大哥你的声音挺适合唱歌的doge;1678358287;-0.18625967649116681
Iriscdent;有沒有一種可能，音樂的商業價值會進一步削弱，而藝術價值會回歸。;1678794162;-0.9442273126884388
Iriscdent;我这种初学者写不过它大哭;1679154919;0.9632430575055568
Iriscdent;老哥，这些下载后给的是工程文件还是mp3;1677197497;0.25843251920574106
Iriscdent;up，aiva有个客户端有试用过吗;1678026677;-0.7600987695514214
Iriscdent;感谢分享保卫萝卜哇;1676397685;0.3313163458554602
Iriscdent;mubert的曲子如果要做独立游戏的bgm是买最贵的那个套餐还是第二贵的，里面写独立和主要是什么意思不太清楚;1678797335;0.9142354417486471
Iriscdent;很好的辅助工具和灵感来源;1677570519;0.976621956484319
Iriscdent;用了效果不错，不知道想听音游曲要选哪些tag好;1677991179;0.785955018856278
Iriscdent;Up笑哭我第一个就不行他说给我发电子邮箱验证半天没有东西发过来;1676351607;0.7649551200467861
Iriscdent;我有歌词，但不懂编曲，麻烦你看过来吧，我为乐乐丫丫还有我们的华人写了三首歌词作为公益，急需编曲共同完成创作。;1680272471;0.9989113189714063
Iriscdent;特地过来补个谢谢分享;1681642215;0.7905829025182602
Iriscdent;从真人到唱片，从唱片到MP3，从MP3到流媒体，从流媒体到复制生成，这就是，你们。;1681547696;0.962632873690884
Iriscdent;可以的;1680601520;0.052465563615616606
Iriscdent;求视频的BGM吃瓜;1677124637;-0.08845797720208926
-------;--------;--------;--------;0.3928092295364142
Chleh;AI可以逼死低质量的制作者，真正有个性的优秀作曲者不会受到影响。所以AI什么时候学学山茶花作曲doge;1612020061;0.8671176307472168
Chleh;似乎很适合用做游戏配乐，比如那种日式西式奇幻风格RPG，在某个安全地带的小镇或者村子。;1611564586;0.9993549811953324
Chleh;评论区那些说没有灵魂的，听不出来它想表达什么的，搞得好像自己就能欣赏巴赫，勃拉姆斯似的。;1611542403;-0.014863488260214996
Chleh;这曲子听着好有灵什么？是ai做的？听着好生硬啊，还不如隔壁花114514秒作曲的有灵魂doge;1611468632;0.9057490619007149
Chleh;可以把ai作曲加到游戏里，不间断的创造不同的bgm;1611933249;-0.23933142347910574
Chleh;感觉全程在大海啊大海最后是我生长的地方;1611504033;0.7736252957239367
Chleh;甲亢AI，日常嘲讽人类中的弱者微笑震惊B站人类音乐区标题党UP集体花了9876543210秒、呕心沥血呕了整个游泳池的血竟还是无法与标题党的AI抗衡AI打消：辣鸡的人类加入光荣的进化、机械飞升，让我们成为一体吧，否则无法击败我们难道除了机械飞升这条路没有别的出路可以抗衡AI了吗（请说出用了多少梗上一个AI作曲视频BV1v5411L7KW这个视频依旧只是在警醒某些半桶水的充大神，大家而言听着笑好了;1611468183;0.9999998769409544
