发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;信任度值;归一化信任度值
量子位;@起个名字真心困难;2023-04-18 09:41:45;0.7839207082089887
量子位;@我的印象笔记;2023-04-17 23:47:24;0.9032151656373808
量子位;@我的印象笔记;2023-04-18 00:00:29;0.9032151656373808
量子位;@我的印象笔记;2023-04-18 03:33:51;0.9032151656373808
-----;------;------;------;0.05165601533183438;0.9032151656373808;;0;1.0;39;0.01265001621796951;412000;0.008567091555592522;0.3714663177652952;0.6675736800362758
深知元;目前应该还不行，要根据《专利审查指南》对ChatGPT进行针对性的改造才行。不过要看目前ChatGPT到底智能到了什么程度​​​;2023-04-18 10:56:28;-0.1150758209214966
-----;------;------;------;0.0;;-0.1150758209214966;0;1.0;1;0.0003243593902043464;5866;0.00012197708510947994;0.3500770695865518;0.6291343964807885
不是梦想家;啊！;2023-04-17 23:24:49;0.052465563615616606
-----;------;------;------;0.0;0.052465563615616606;;0;1.0;0;0.0;987;2.0523590692645194e-05;0.3500020523590692;0.628999580686673
Esports海涛;chatGPT数据只更新到2021年，所以新模式他还没有收录;2023-04-17 22:41:37;-0.2553024636050889
Esports海涛;突出一个嘴硬知道的说不知道的瞎说;2023-04-17 22:42:59;-0.8855354450161641
Esports海涛;没玩过，gpt介绍的对不对？[喵喵]http://t.cn/A6NfXOh7;2023-04-18 06:31:13;-0.47964447616608896
Esports海涛;[doge]http://t.cn/A6NfcM8T;2023-04-18 00:28:02;0.0
Esports海涛;说的也没错，有谢彬在的局就是给对面增加战力;2023-04-17 22:44:45;-0.623269461629284
Esports海涛;数据太少，jiu;2023-04-17 23:22:43;-0.3230649822889713
Esports海涛;卧槽，dota游廊新项目[二哈];2023-04-17 22:40:14;0.10767559161245321
Esports海涛;巨能编，我查几个教授生平，胡编乱造。;2023-04-18 10:30:25;-0.9651706956472401
Esports海涛;哈哈哈哈哈[笑cry][允悲];2023-04-18 18:16:41;0.9950702029689535
Esports海涛;一本正经胡说八道;2023-04-18 17:44:49;0.4076451593923809
Esports海涛;可能需要联网插件chatgpt才能获取最近的数据，否则就只是强行读文字猜什么意思，然后似是而非的写一大段。。;2023-04-18 16:11:04;-0.22085126053311765
Esports海涛;Gpt的工作逻辑不是从数据库中直接搜索信息来回答，而是根据上一个字推导下一个字，逐字生成长文。喂的越多，生成的越准确。;2023-04-18 12:28:06;0.9972455647239566
Esports海涛;我草，他有自己的想法;2023-04-18 06:57:18;0.8425679827555941
Esports海涛;[doge][doge]4导师+2号位学院。4+2;2023-04-18 04:05:43;0.8534212796728953
Esports海涛;而且这有语病呀。前面说两支六人的队伍，后面又说一个两人，一个四人，，，;2023-04-18 01:13:11;-0.560871259358845
Esports海涛;四个万古打两个职业？以前不是这么玩过？;2023-04-17 23:52:44;-0.4408781047178223
Esports海涛;这是最新的那个4吗;2023-04-17 22:54:04;-0.20820778985181043
Esports海涛;你就说我回答上来了不[允悲];2023-04-17 23:46:07;0.563165706641644
Esports海涛;人会吹牛逼，人工智能会不正常？[doge];2023-04-18 19:23:25;-0.5760560280822138
Esports海涛;有的内容，它可以按照网上的告诉你，有的就是单纯的瞎编呀。;2023-04-18 14:15:23;0.42689951305009965
Esports海涛;那百度呢？[二哈][二哈]http://t.cn/A6NfoxT5;2023-04-18 07:36:49;-0.30265590222143857
-----;------;------;------;0.6019181185424899;0.9972455647239566;-0.9651706956472401;1.9624162603711968;0.01879186981440162;3;0.0009730781706130393;4986000;0.10367844295190368;0.22781095585422498;0.40940615845627254
寿喜锅一级选手;每天工作遇到新问题第一反应就是chatgpt;2023-04-18 12:37:51;0.2753098975974806
寿喜锅一级选手;想问一下怎么用ChatGPT[泪][泪][泪];2023-04-18 14:09:06;0.995145621063418
寿喜锅一级选手;兄弟这个怎么用啊求教;2023-04-18 07:58:17;-0.3868543672013469
-----;------;------;------;0.5643628610032646;0.995145621063418;-0.3868543672013469;1.381999988264765;0.30900000586761756;0;0.0;280;5.822295231956084e-06;0.30567758563433195;0.5493427021166645
卡拿它;好粗壮的手臂[心];2023-04-17 23:42:13;0.8009578147437479
卡拿它;chat不了一点;2023-04-17 22:38:53;-0.41512789485397983
-----;------;------;------;0.6080428547988639;0.8009578147437479;-0.41512789485397983;1.2160857095977278;0.3919571452011361;0;0.0;294;6.1134099935538875e-06;0.35000061134099936;0.6289969909882538
捣鼓音符的小胖;你这是违法行为！终将绳之以法！;2023-04-17 22:39:52;-0.6630151155293595
捣鼓音符的小胖;记你仇了[偷笑];2023-04-17 23:22:12;0.04577458067907347
捣鼓音符的小胖;但是小红书搜ChatGPT出来N个结果;2023-04-17 22:42:09;-0.18380793153742836
捣鼓音符的小胖;你小红书🆔多少啊;2023-04-17 23:52:57;0.2838497276167815
捣鼓音符的小胖;笑死，明明是人家把我们墙了[二哈];2023-04-18 00:46:44;-0.8017957913673217
-----;------;------;------;0.41254516265940305;0.2838497276167815;-0.8017957913673217;1.0856455189841032;0.4571772405079484;0;0.0;5932;0.00012334948327129817;0.3044151760569001;0.5470739865776915
GitHubDaily;苹果那个盲人模式好像和这个类似，也很牛p！;2023-04-17 22:24:59;0.7599514684740745
GitHubDaily;@凉风有刃;2023-04-17 22:36:30;0.6041718539871468
GitHubDaily;这个和BLIP有什么不同吗？;2023-04-18 12:30:01;0.0
GitHubDaily;queue:150/161[泪][泪][泪];2023-04-18 20:35:21;0.9980450934204972
-----;------;------;------;0.36867464173699643;0.9980450934204972;0.0;0;1.0;200;0.06487187804086929;270000;0.005614356116529081;0.49257193582777553;0.8852163551767966
瓦坎达二狗;[doge]殖子不打逆风局;2023-04-17 22:53:38;-0.3082903693518251
