发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;内容收藏数;信任度指数5;信任度值;归一化信任度值
Ai数字大学;计算机二级证书岂不是废纸一张;1月前·河南;-0.9886259760612977
Ai数字大学;这不得把wps爆死啊;1月前·江苏;-0.8295131028440157
Ai数字大学;非常感谢，不让看世界，你解决我一个困惑我一直以为是假的;1月前·广东;0.9842349760883902
Ai数字大学;在哪儿看，我用的365;1月前·广东;0.12371306644538871
Ai数字大学;不知道gpt有没有背锅能力，事情搞砸了，领导怪罪能不能让gpt背锅;1月前·北京;-0.9605416782731007
Ai数字大学;国内怎么用？;1月前·广东;0.40112994350282505
Ai数字大学;想用的前提估计是要用付费版office365，498一年，AI是否单独收费，未知;1月前·江苏;-0.7528637288677533
Ai数字大学;有必要重新思考那句老话“人是万物之灵”灵的是什么呢？现在看肯定不是逻辑，推理的思维了;1月前·天津;0.999957947236368
Ai数字大学;我们什么时候能用上;1月前·江苏;0.019810152703260808
Ai数字大学;国内可以马上用吗;1月前·四川;0.4268251129677787
Ai数字大学;专业工作站版能用吗？;1月前·广东;0.2207003616963661
Ai数字大学;现在好像国内没办法用啊？;1月前·湖南;-0.6921338952585718
Ai数字大学;现在能用了嘛;1月前·内蒙古;0.052465563615616606
Ai数字大学;怎么安装？;1月前·IP未知;-0.19846350832266357
Ai数字大学;国内用不了吧？;1月前·北京;0.10468117656375187
Ai数字大学;国内能用？对中文支持如何？;1月前·广东;0.6145840903109703
Ai数字大学;0;1月前·广东;-0.9310344827586206
Ai数字大学;国内全家桶，gpt4能用吗？;1月前·天津;-0.026433695481427932
Ai数字大学;能那么精准吗，生成的不一定是你想要的吧;1月前·辽宁;-0.22108399921763944
Ai数字大学;周一上班换;1月前·辽宁;-0.7193102145123407
Ai数字大学;那以后没事秘密可言了;1月前·广东;0.7635766592011985
Ai数字大学;这个安全方面咋样？;1月前·河北;-0.7142857142857142
Ai数字大学;怎么用？;1月前·河北;0.052465563615616606
Ai数字大学;办公室写材料的;1月前·山西;0.7148951353399449
Ai数字大学;黄小涵Hannah很瘋，很喜歡;1月前·IP未知;-0.1339144745988281
Ai数字大学;能中文吗;1月前·广东;0.13636363636363646
Ai数字大学;用不了;1月前·江苏;-0.26121781773600317
Ai数字大学;收费的;1月前·重庆;-0.4337349397590362
Ai数字大学;海淀宋威龙17岁开始养老大si迷宇宙超级无敌终极库66;1月前·北京;0.9974914377982691
Ai数字大学;你长的像窝瓜;1月前·广东;-0.5721392171161237
Ai数字大学;6;1月前·四川;-0.22010398613518234
Ai数字大学;念念、;1月前·辽宁;0.9874260389353611
Ai数字大学;0;1月前·广东;-0.9310344827586206
Ai数字大学;这种真的好吗？众所周知GPT绝无可能在自己电脑上运行而国内又没有他们的服务器，意思以后要用就得把你的所有资料双手奉上放心把主权国家绝对不允许这样的事情发生;1月前·贵州;0.9910342210625762
Ai数字大学;怎么下载，国内怎么用;1月前·北京;0.13010694119007216
Ai数字大学;六六六啊啊啊啊啊啊啊，我想要这个东西，系主任让我做的ppt就可以直接生成了。;1月前·云南;0.9803506117530842
Ai数字大学;看来以后只能用WPS了不能轻易相信人工智能，否则，企业一点机密都没有了，特别是那些上市公司;1月前·甘肃;-0.006405119947850313
Ai数字大学;哪里可以下载使用微软的copilot;1月前·天津;0.2940387305989387
Ai数字大学;怎么下载安装？;1月前·云南;-0.4583960480369118
Ai数字大学;wps直接宣布破产，吊打;1月前·上海;-0.6947430483264556
Ai数字大学;等盗版;1月前·安徽;-0.734513274336283
Ai数字大学;技术爆炸的时代，咱这就像是蒸汽轮船对上了国外的航母潜艇。人家都起飞了咱还搁这学走路呢;1月前·北京;-0.007214409901605601
Ai数字大学;怎么下载用;1月前·海南;-0.2370370370370367
Ai数字大学;好了wps白充了;1月前·浙江;0.37127034263819003
Ai数字大学;外国人好笨，不想咱中国人，赚快钱;1月前·广东;-0.4997414511768017
Ai数字大学;体制内，谁先掌握谁最忙，啥事你行挑大梁。;1月前·四川;0.5570287605006665
Ai数字大学;总结新手小白比较方便，老手没啥用，重复性工作降低但是工作不能出问题，还是要复查，有用但是没多大用;1月前·安徽;-0.70706727145881
-----;------;------;------;0.6090553348037334;0.999957947236368;-0.9886259760612977;1.9885839232976656;0.005708038351167177;497;0.004359649122807017;31000;0.007954837054144213;340;0.007906976744186046;0.21718693388083102;0.42340438213634307
AI工具汇总;0;1月前·广东;-0.9310344827586206
AI工具汇总;office激活工具谁有？;1月前·甘肃;0.018863613610943686
-----;------;------;------;0.4749490481847821;0.018863613610943686;-0.9310344827586206;0.9498980963695642;0.5250509518152179;5;4.3859649122807014e-05;2172;0.0005573518090839107;33;0.0007674418604651163;0.35014736983443623;0.6826098059046268
AI探索洋;我按照步骤弄完了，却没见到copilot;1月前·北京;0.07451103909259715
AI探索洋;没见到注册表修改教程;1月前·浙江;-0.7688617089245968
AI探索洋;用这么麻烦吗直接弹出来不过只能用10次;1月前·天津;-0.9371055008831661
AI探索洋;为什么只有word。能用ppt怎么用;1月前·吉林;0.330993189788112
AI探索洋;他能用中文回答吗;2周前·上海;-0.39863299465724267
AI探索洋;最新的版的，但是下关于word还是2002。win7可以了装副驾驶吗？;4周前·广西;0.1502664847361641
AI探索洋;没有C0p;1月前·四川;0.0
AI探索洋;真心不要再念成“卡帕累特”了，快去查查正确发音吧;2周前·北京;0.7577323582016025
AI探索洋;365应该下载哪个版本;2周前·广东;-0.06939290263515496
AI探索洋;0;1月前·贵州;-0.9310344827586206
