发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;帖子平均情绪值
"爱九萌
发消息";2022年9月22日免费：视频中的谷歌翻译APP、腾讯翻译君APP、有道翻译APP、百度翻译APP收费：百度ai同传电脑版每位用户可获赠2小时同传时长，有效期30天、有道同传pc版有免费的时长，每日免费时长1小时，企业版可畅享不限时同传服务电脑使用app：下载模拟器，安装app，电脑声音设置中打开声音控制面板，点击录制，设置立体声混音为默认设备，然后重启模拟器，打开需要翻译音频的外文视频，打开模拟器的翻译app，点击实时翻译的功能，应该就可以翻译了。手机自带翻译功能：请自行百度或者手机论坛查询手机翻译功能有无。;1663845453;-0.9952193665098821
"爱九萌
发消息";非常感谢鼓掌帮大忙了;1648934842;0.9210536132909626
"爱九萌
发消息";up国语没加字幕可以翻译出来吗？;1649380213;-0.6038382044112791
"爱九萌
发消息";想问一下，我有一些资源是有字幕但是是英文的，但语言是别的，有什么软件可以根据英文字幕实时翻译吗;1654670607;-0.5522290137046919
"爱九萌
发消息";下载一个安卓模拟器然后安装一个腾讯翻译君或者有道翻译官或者视频中出现的app，就可以边播放边翻译。软件就是有道同传或者是百度ai同传;1648108431;0.998561954834785
"爱九萌
发消息";想请问这个机器翻译完了的译文可以保存下来吗给心心;1662619323;0.39679201643222317
"爱九萌
发消息";有没有那种翻译字幕的啊，就不是听声音翻译，而是实时翻译字幕;1653758514;0.017416726107472913
"爱九萌
发消息";您好，请问一下，我现在是下了逍遥模拟器，然后又下了有道翻译君。但是打开有道翻译中的同声传译之后，他所录入的声音也只能是我在现实中说话的声音而不是电脑的声音保卫萝卜哭哭，请问这应该怎么解决呢？谢谢保卫萝卜哇;1657181560;-0.985591766580493
"爱九萌
发消息";弄了好久，终于能用了。电脑要设置好这个就不说了，还要模拟器也要够好，乱下的模拟器还未必能读取得出语音信息笑哭太折腾我这种电脑小白了;1655163207;0.8413769040595707
"爱九萌
发消息";我试了一下，但是怎样实现让模拟器的输入是电脑的内录声音有点不明白;1650289972;-0.25074557214384785
"爱九萌
发消息";有道翻译那个屏幕实时翻译是怎么实现的啊;1663123717;0.7918099225657391
"爱九萌
发消息";模拟器录制PC的内录声音怎样实现的，谢谢;1650289851;0.1615626203182141
"爱九萌
发消息";视频发布了一年播放量终于破10万了大哭，一年了啊，其他up的视频可能几天几周就完成了，为什么啊？;1682846804;-0.3800480060916409
"爱九萌
发消息";什么模拟器;1679930987;0.4889972469500843
"爱九萌
发消息";有没有西班牙语的;1677667041;-0.33950286734710144
"爱九萌
发消息";是用了哪个语音合成？听起来不错;1677207527;0.7339745088260603
"爱九萌
发消息";66666比联想那个好多了，;1677034322;0.28449777243909513
"爱九萌
发消息";今天看了一下，有道翻译官没有同声传录翻译的功能了，只有一句句翻译。百度翻译的话，经常向句英文说完了，它都没有翻译，丢句很严重根本不能用。腾讯翻译也没有同声传录翻译了。不知道UP主现在有没有找到能实时转录翻译的APP或软件。;1676721935;0.8585855571770988
"爱九萌
发消息";效果还是比较一般;1676693392;0.3472255512934985
"爱九萌
发消息";那个有实时翻译软件吗？就是会议面对面交流那种;1676599976;0.7064119376327291
"爱九萌
发消息";想问一下模拟器怎么录入电脑的声音呢不开扬声器收音的情况下），也是用的雷电模拟器，需要怎么设置呢感谢;1674484148;0.7124797825128275
