发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;信任度值;归一化信任度值
明天也一起加油吧;从没指望在网上遇到好的资料，但这个出乎意料，非常高质全面精简[泪]超级超级感谢啦，刷到是我的荣幸;2023-04-14 13:34:50;0.9993346131821628
明天也一起加油吧;请问只准备一个正反方的模板够吗？[跪了];2023-04-16 09:10:52;-0.82935144551219
明天也一起加油吧;你说的那位朋友是不是我[害羞];2023-04-13 22:25:11;-0.40608995722001584
明天也一起加油吧;感谢！;2023-04-13 22:03:05;0.38235294117647034
明天也一起加油吧;又来跟着过专八了[开学季];2023-04-14 07:37:18;0.8742542187557596
明天也一起加油吧;存一个;2023-04-16 17:14:45;-0.10707761229221413
明天也一起加油吧;感谢姐妹！有后续了记得踢我[泪];2023-04-16 08:09:36;0.960536613213024
明天也一起加油吧;@我的印象笔记;2023-04-15 18:23:55;0.9032151656373808
明天也一起加油吧;@我的印象笔记;2023-04-14 21:26:26;0.9032151656373808
明天也一起加油吧;@我的印象笔记;2023-04-14 21:24:13;0.9032151656373808
明天也一起加油吧;[爱你][爱你][爱你];2023-04-14 18:56:30;0.8904996738479007
明天也一起加油吧;绝了感恩的心;2023-04-14 17:16:46;0.9090739812776689
明天也一起加油吧;感恩[爱你];2023-04-14 14:04:39;0.8508257677289726
明天也一起加油吧;蹲一波[哇];2023-04-14 12:07:22;0.23679836776380947
明天也一起加油吧;谢谢[色];2023-04-14 08:06:46;-0.3753207086002077
明天也一起加油吧;感恩[送花花][送花花][送花花];2023-04-13 22:50:30;0.9668738062167554
明天也一起加油吧;@我的印象笔记;2023-04-16 21:18:20;0.9032151656373808
明天也一起加油吧;[太开心][太开心][太开心];2023-04-16 09:16:55;0.2492396810762405
明天也一起加油吧;@我的印象笔记;2023-04-15 08:36:58;0.9032151656373808
明天也一起加油吧;感谢[送花花];2023-04-14 12:41:13;0.697723173670459
明天也一起加油吧;谢谢好人！！！;2023-04-14 10:36:31;-0.169841377910529
明天也一起加油吧;@我的印象笔记;2023-04-17 08:35:24;0.9032151656373808
明天也一起加油吧;@我的印象笔记;2023-04-17 02:11:57;0.9032151656373808
明天也一起加油吧;[打call];2023-04-16 06:29:56;0.0
明天也一起加油吧;@我的印象笔记;2023-04-15 11:56:26;0.9032151656373808
明天也一起加油吧;[赞];2023-04-15 07:51:40;0.8357487922705313
明天也一起加油吧;神仙博主，抱紧大腿[泪];2023-04-15 01:24:02;0.9499785530396354
明天也一起加油吧;@我的印象笔记;2023-04-14 23:13:49;0.9032151656373808
明天也一起加油吧;姐妹你好棒！有后续了一定要踢踢我[泪];2023-04-14 23:01:45;0.9669921955202139
明天也一起加油吧;感谢[赞][赞];2023-04-14 22:17:14;0.9902443289200611
明天也一起加油吧;@我的印象笔记;2023-04-14 18:53:25;0.9032151656373808
明天也一起加油吧;@我的印象笔记;2023-04-14 17:27:44;0.9032151656373808
明天也一起加油吧;真的绝绝子！姐妹太牛啦[打call][打call][打call];2023-04-14 17:00:14;-0.12650986639553263
明天也一起加油吧;@我的印象笔记;2023-04-14 16:36:59;0.9032151656373808
明天也一起加油吧;@我的印象笔记;2023-04-14 15:52:44;0.9032151656373808
明天也一起加油吧;感谢[心]！！！;2023-04-14 15:43:05;0.710194253818635
明天也一起加油吧;@我的印象笔记;2023-04-14 15:40:37;0.9032151656373808
明天也一起加油吧;谢谢！大家都过过过[打call][打call][打call];2023-04-14 14:10:00;0.146317083095433
明天也一起加油吧;码🙏;2023-04-14 13:41:29;-0.1187169933511536
明天也一起加油吧;感谢🙏;2023-04-14 13:29:56;0.3366405082075121
明天也一起加油吧;蹲一波后续;2023-04-14 08:23:33;0.3727373083292127
明天也一起加油吧;好人一生平安;2023-04-14 07:01:40;0.8328449463151417
明天也一起加油吧;好的期待！;2023-04-13 23:31:01;0.5833858914662766
明天也一起加油吧;@kuikui来了123;2023-04-16 18:55:40;-0.052465563615616606
明天也一起加油吧;@我的印象笔记;2023-04-14 15:38:43;0.9032151656373808
明天也一起加油吧;天呐好及时！爱您[送花花][送花花][送花花];2023-04-13 23:07:26;0.9655772259500202
-----;------;------;------;0.4743035361551811;0.9993346131821628;-0.82935144551219;1.8286860586943527;0.08565697065282363;556;0.1403685937894471;7369;0.0001161258805175158;0.22407150872874282;0.40529361556510834
宝玉xp;点了signup，弹出的对话框显示“continuewithgoogle”，点击没响应，找不到注册的入口，求助[作揖];2023-04-12 08:49:25;-0.9996734544267847
宝玉xp;有用…;2023-04-12 06:54:02;0.44104896803487126
宝玉xp;Notion的翻版？[允悲];2023-04-12 07:24:48;0.9848936751046207
宝玉xp;这些AI工具会不会让我们丧失完整创作的能力？;2023-04-12 08:41:19;0.9671073617010264
宝玉xp;转发微博;2023-04-13 06:48:34;0.2877814258285525
宝玉xp;还挺好用，让他用“用红楼梦里的人物来写金瓶梅的故事”，写的有模有样。[可爱];2023-04-12 22:02:49;0.9832723717863652
宝玉xp;转发微博;2023-04-13 14:24:58;0.2877814258285525
宝玉xp;谢谢分享，有了新的工具[赞];2023-04-15 23:25:44;0.9915901820526778
宝玉xp;想要中文版[色];2023-04-12 10:49:00;0.4507208219056793
宝玉xp;是基于chatgpt的吗;2023-04-12 09:12:43;0.5653306717788262
