发布者;实际爬取到的一级评论内容;评论时间;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;帖子的真实被转发数;信任度指数3;帖子账号的粉丝数;信任度指数4;内容收藏数;信任度指数5;投币数;信任度指数6;信任度值;归一化信任度值
"流老师与可乐
发消息";微软已经在Version2304中封锁了Copilot体验方法。使用此教程仍然能看到Copilot功能，但会提示“atcapacity”。;1680871216;0.98704856552399
"流老师与可乐
发消息";省流：会一直繁忙无法使用，别折腾了;1680407023;0.6650541376609409
"流老师与可乐
发消息";Excel及OneNote现在也可以体验了ExcelOneNote现已加入Copilot体验全家桶哔哩哔哩httpsb23tvYl7A7aa;1680669059;-0.12515494890950607
"流老师与可乐
发消息";大佬，怎么更新160163252000，能出个教程吗？感谢;1680639354;0.32033968371464994
"流老师与可乐
发消息";版本327，没有出现Copilot功能，取代的是一个叫做officeAI的功能，使用次数有限制;1683467780;0.7624517694495201
"流老师与可乐
发消息";UP主加油看好你噢;1683190219;0.8706662226971589
"流老师与可乐
发消息";实测未开启beta频道时，版本为1601632720200，修改注册表重启之后word，excel，onenote均无按钮出现。开启beta后版本为16421，仍无按钮;1683019493;-0.9928083483999353
"流老师与可乐
发消息";跟着教程走的，版本号为1642120000，依然没有;1682990296;0.8301348874456231
"流老师与可乐
发消息";大佬请教一下为什么我的注册表里没有MicrosoftOfficeWordCoPilotExperiment;1681565450;-0.7178535576241387
"流老师与可乐
发消息";E5的office也没有office预览体验计划啊;1681565058;-0.7100047731747336
"流老师与可乐
发消息";dogedoge你不会在我群里吧。;1681518340;-0.2933237203544845
"流老师与可乐
发消息";我还在用office2016;1681291576;0.09763601280632472
"流老师与可乐
发消息";按照up教程来了之后没有是啥情况;1681176527;0.15374998782045668
"流老师与可乐
发消息";怎样开启预览体验计划啊？;1681100615;-0.49905895829745206
"流老师与可乐
发消息";为什么我的office365里面没有预览体验计划这个功能啊，只有更新选项、关于word、新增功能三个按钮大哭;1680921765;-0.130752856062468
"流老师与可乐
发消息";officee5还能用copilot吗;1680847917;0.045403027490337866
"流老师与可乐
发消息";我的怎么没有;1680787721;0.052465563615616606
"流老师与可乐
发消息";office2019能用吗？笑哭;1680753206;0.6375503321792835
"流老师与可乐
发消息";手工绑定;1680749968;-0.5641323255784783
"流老师与可乐
发消息";365的体验计划怎么打开;1680671181;-0.6518783524463583
